Wall time,Step,Value
1536101080.9949331,0,1.0
1536101303.7844546,1,0.9900000095367432
1536101526.6162858,2,0.8600000143051147
1536101749.4960918,3,0.9399999976158142
1536101972.9069636,4,0.7699999809265137
1536102196.142476,5,0.8100000023841858
1536102419.04719,6,1.0
1536102643.8147485,7,0.9800000190734863
1536102866.4008207,8,1.0
1536103089.3413653,9,1.0
1536103313.2107399,10,1.0
1536103536.2446003,11,0.6700000166893005
1536103759.347717,12,0.4099999964237213
1536103982.2055357,13,0.9700000286102295
1536104206.0786166,14,0.9900000095367432
1536104428.925773,15,0.9800000190734863
1536104651.6993918,16,0.9800000190734863
1536104874.6861255,17,1.0
1536105097.491745,18,0.5799999833106995
1536105321.502424,19,0.9599999785423279
1536105544.3024054,20,1.0
1536105767.1816761,21,1.0
1536105990.183406,22,1.0
1536106213.1045504,23,0.9300000071525574
1536106435.9208968,24,0.75
1536106660.4046447,25,1.0
1536106883.5849178,26,0.9900000095367432
1536107106.7452033,27,1.0
1536107329.6516497,28,1.0
1536107552.387315,29,1.0
1536107774.9471223,30,0.7200000286102295
1536107998.1054707,31,1.0
1536108221.0789778,32,0.8899999856948853
1536108445.7560823,33,0.7099999785423279
1536108668.3977125,34,0.9399999976158142
1536108891.045176,35,0.8299999833106995
1536109114.007303,36,0.6100000143051147
1536109337.1080916,37,0.8799999952316284
1536109560.0805056,38,0.9700000286102295
1536109783.0509744,39,0.9900000095367432
1536110005.9793377,40,0.9599999785423279
1536110228.9926968,41,0.9599999785423279
1536110452.1351488,42,0.7799999713897705
1536110677.7279515,43,0.6100000143051147
1536110900.5339627,44,0.9300000071525574
1536111123.674422,45,0.8700000047683716
1536111346.5941956,46,0.6100000143051147
1536111569.6847167,47,0.9800000190734863
1536111792.405236,48,0.6200000047683716
1536112015.3124232,49,0.8299999833106995
1536112238.2598512,50,1.0
1536112460.9021964,51,0.3700000047683716
1536112683.4926126,52,0.5
1536112906.1328244,53,1.0
1536113128.9201658,54,0.8999999761581421
1536113355.0454974,55,0.9300000071525574
1536113577.6492143,56,0.3499999940395355
1536113800.2594628,57,1.0
1536114023.2621436,58,0.9100000262260437
1536114246.1016102,59,0.9700000286102295
1536114468.339889,60,1.0
1536114691.0006027,61,0.8799999952316284
1536114913.84397,62,0.9200000166893005
1536115136.7487514,63,0.8999999761581421
1536115359.651837,64,0.8600000143051147
1536115582.3724167,65,0.699999988079071
1536115805.0026426,66,0.2199999988079071
1536116027.732992,67,0.9100000262260437
1536116250.5704985,68,0.949999988079071
1536116473.3312519,69,0.7300000190734863
1536116695.845379,70,0.9300000071525574
1536116922.3737404,71,0.949999988079071
1536117144.6308684,72,0.5099999904632568
1536117367.201244,73,0.7900000214576721
1536117589.9338126,74,0.5299999713897705
1536117812.3111277,75,0.12999999523162842
1536118035.0295954,76,0.7300000190734863
1536118257.4942763,77,0.38999998569488525
1536118480.0148606,78,0.9700000286102295
1536118702.717773,79,0.20999999344348907
1536118925.02257,80,0.6899999976158142
1536119147.8408551,81,0.7400000095367432
1536119370.219371,82,0.800000011920929
1536119592.9164233,83,0.44999998807907104
1536119815.667712,84,0.949999988079071
1536120038.5833032,85,1.0
1536120260.9924953,86,0.800000011920929
1536120483.6779237,87,0.8899999856948853
1536120706.4533522,88,0.7300000190734863
1536120928.8909106,89,0.11999999731779099
1536121156.5913656,90,0.7799999713897705
1536121379.1747766,91,0.9399999976158142
1536121601.8248127,92,0.6499999761581421
1536121824.3665612,93,0.800000011920929
1536122047.0743315,94,0.7300000190734863
1536122269.4885032,95,1.0
1536122492.0570908,96,0.6000000238418579
1536122714.7367835,97,0.3100000023841858
1536122937.3704207,98,0.46000000834465027
1536123160.059485,99,0.6200000047683716
