Wall time,Step,Value
1536101080.9948196,0,0.6317850351333618
1536101303.7842424,1,0.6106180757284164
1536101526.6161664,2,0.5807881870865822
1536101749.4959767,3,0.5490180092155934
1536101972.906836,4,0.5231750879079105
1536102196.1423087,5,0.48991629541426907
1536102419.0470724,6,0.4652810787604154
1536102643.8146286,7,0.46488733250909153
1536102866.4007182,8,0.511458198657749
1536103089.3412454,9,0.4742348376790743
1536103313.210607,10,0.4567540660989339
1536103536.2444825,11,0.4864961840652276
1536103759.347601,12,0.48884363215650756
1536103982.2053585,13,0.4709582260979918
1536104206.0784888,14,0.43538660467270385
1536104428.925639,15,0.4110296442562643
1536104651.69928,16,0.41796910832413764
1536104874.6860058,17,0.38808035615165887
1536105097.4916267,18,0.373180016247152
1536105321.5022936,19,0.3620099285552371
1536105544.3022776,20,0.4030925803759219
1536105767.1815572,21,0.46042085051940573
1536105990.1832867,22,0.4681255134380462
1536106213.1044323,23,0.4337233941945376
1536106435.92056,24,0.4333452529781707
1536106660.4044728,25,0.49139323357406095
1536106883.584798,26,0.4633262830108062
1536107106.745022,27,0.4337087402161648
1536107329.6515334,28,0.43216210270673244
1536107552.3871968,29,0.48237828908637354
1536107774.947012,30,0.4748627200568484
1536107998.1053414,31,0.5262484122673958
1536108221.078855,32,0.5030648025298378
1536108445.7558703,33,0.4718136619708771
1536108668.3975227,34,0.45862556676702215
1536108891.0450408,35,0.4406123803314851
1536109114.0071874,36,0.42524810846960126
1536109337.1079266,37,0.4095181246070466
1536109560.0803688,38,0.3766229393602969
1536109783.050838,39,0.3577814557422604
1536110005.979221,40,0.34590109511638334
1536110228.9925792,41,0.3231686658360778
1536110452.1350274,42,0.32391364932342337
1536110677.7278266,43,0.30228282937661377
1536110900.5338447,44,0.30713622208764163
1536111123.6742194,45,0.295204160538286
1536111346.5940764,46,0.2966724675240845
1536111569.684597,47,0.30166661214912505
1536111792.4051268,48,0.3100271386392525
1536112015.312222,49,0.2933227386314522
1536112238.2597325,50,0.3058090239380763
1536112460.9020789,51,0.3045084681762725
1536112683.4925063,52,0.30775342345119744
1536112906.1326978,53,0.31215439402950906
1536113128.9200482,54,0.3103889360775927
1536113355.0453784,55,0.3065085173920136
1536113577.649093,56,0.3040429229684479
1536113800.2593489,57,0.2832255035770959
1536114023.2619517,58,0.28428770036694645
1536114246.101489,59,0.2799203866529218
1536114468.339778,60,0.3077624565787093
1536114691.0004017,61,0.2977678635502139
1536114913.843868,62,0.3047206603393804
1536115136.7486334,63,0.30934006299726824
1536115359.6517167,64,0.30993490808742635
1536115582.3723,65,0.31697796637002285
1536115805.0025237,66,0.3162787782029836
1536116027.7328641,67,0.31297091187922915
1536116250.5703926,68,0.304094377534587
1536116473.3311024,69,0.2897541255149235
1536116695.8452682,70,0.2835843515747479
1536116922.3736274,71,0.2864111500102602
1536117144.6301587,72,0.288739183883517
1536117367.2011201,73,0.2916810923880181
1536117589.933709,74,0.29973000413768064
1536117812.3109915,75,0.30048668795757805
1536118035.0294015,76,0.30777506304323654
1536118257.4941647,77,0.30356678312307583
1536118480.0147412,78,0.2825659016843377
1536118702.7176502,79,0.2740809157558446
1536118925.0224485,80,0.2654796616794018
1536119147.840746,81,0.2742285022045387
1536119370.2192307,82,0.2802286793802869
1536119592.9163046,83,0.28735445588958486
1536119815.6675444,84,0.2953178136062523
1536120038.583105,85,0.354424892232886
1536120260.9923952,86,0.3497454211408535
1536120483.67782,87,0.3462218301261639
1536120706.4532356,88,0.3448609462468483
1536120928.8907998,89,0.32526133815246744
1536121156.591234,90,0.3143425750118308
1536121379.1744363,91,0.3026287437124681
1536121601.8246737,92,0.30709234005006836
1536121824.3664412,93,0.30344462507181785
1536122047.0742161,94,0.28974071097266757
1536122269.4883854,95,0.2787866617908366
1536122492.0569875,96,0.27724453142317723
1536122714.7366652,97,0.2703555300626092
1536122937.3701522,98,0.27751361502345795
1536123160.059364,99,0.2802603468877351
