epoch,disc_loss,disc_model_4_acc,disc_model_4_acc_1,disc_model_4_loss,gen_loss,val_disc_loss,val_disc_model_4_acc,val_disc_model_4_acc_1,val_disc_model_4_loss,val_gen_loss
30,0.44495344,0.3,0.73,0.17598014,0.26066095,0.7243913191556931,0.9991000008583069,0.0,0.3884959788918495,0.3412050488591194
31,0.36876234,0.84,0.57,0.2072196,0.21130995,0.723260737657547,0.9954000042676926,0.010939999766647815,0.37112256449460984,0.3557505340576172
32,0.32835546,0.81,0.82,0.16484861,0.31640828,0.7423397252559661,0.9937400056123733,5.9999998658895494e-05,0.3894771091938019,0.3550631935596466
33,0.3166936,0.91,0.69,0.1909459,0.31043208,0.7399166350364685,0.9699200072288513,0.0168599996753037,0.38694008487463,0.35392698347568513
34,0.321503,0.8,0.81,0.16973954,0.35985214,0.7614182131290436,0.8943400011062622,0.0,0.3974856975078583,0.364238254904747
35,0.38865906,0.9,0.45,0.24698734,0.13483857,0.7631593044996262,0.9683200095891953,0.0042999999038875105,0.3942026904821396,0.3729732292294502
36,0.3706991,0.7,0.76,0.17806214,0.3096808,0.7696277095079422,0.9261000018119812,0.0006799999848008156,0.3953138698935509,0.37899535781145094
37,0.38843837,0.71,0.56,0.21569994,0.20796667,0.771201265335083,0.8122799978256225,0.017319999661296607,0.39432353019714356,0.3823304011821747
38,0.36462006,0.63,0.87,0.1624116,0.2652403,0.7435945092439652,0.9299200021028519,0.7644599986076355,0.37795875483751296,0.36792361849546434
39,0.3824519,0.48,0.87,0.1416147,0.24329552,0.759255855679512,0.822679998755455,0.09676000003516674,0.3883528679013252,0.3768845574855804
40,0.42940116,0.32,0.91,0.13564014,0.30731928,0.7599573274850845,0.8904600002765656,1.9999999552965164e-05,0.39198732686042786,0.3700503258705139
41,0.34675953,0.68,0.79,0.16102962,0.24791677,0.7738831683397293,0.7254200018644333,0.00831999982520938,0.3954958066940308,0.37900373816490174
42,0.40128756,0.72,0.49,0.22329867,0.27244702,0.7758140972852707,0.9235000022649765,0.0,0.3973858575224876,0.37999914997816087
43,0.35424638,0.92,0.43,0.22838633,0.31724042,0.7600010865926743,0.9853600095510483,0.2387000000178814,0.3927190730571747,0.3711918226480484
44,0.42468,0.5,0.69,0.19231407,0.21443708,0.7620567969083786,0.9547000029087067,0.0,0.3985974667668343,0.3658777750134468
45,0.45400888,0.7,0.37,0.2524984,0.2064374,0.7617977590560913,0.8477999993562698,0.5690199984908104,0.3893084996342659,0.3696912982463837
46,0.40417063,0.47,0.75,0.17916328,0.28571042,0.7655810500383378,0.8305199979543686,0.8633600001335144,0.39011569404602053,0.3774100003838539
47,0.42085946,0.41,0.76,0.1807254,0.25935403,0.7590284836292267,0.8233999968767166,0.8733599997758865,0.3820402188897133,0.37596677911281584
48,0.3073203,0.82,0.81,0.15188055,0.2535058,0.779273487329483,0.8670399984121323,0.0006999999843537808,0.398385961830616,0.37980038559436796
49,0.31359985,0.64,0.97,0.09917441,0.31514138,0.7745164948701858,0.8503999980688095,0.5506199976205826,0.39450170868635176,0.3800030092000961
50,0.39776474,0.9,0.41,0.23640633,0.23202227,0.7830214239358902,0.9558600035905838,0.07629999992996454,0.39810266959667207,0.3855147157907486
51,0.40344247,0.38,0.9,0.15236166,0.23369507,0.7816309517621994,0.8366599986553193,0.03185999960824847,0.3994338784813881,0.3828778146505356
52,0.39450914,0.87,0.42,0.23938723,0.31555647,0.7626808350086212,0.6872600010633468,0.9913600077629089,0.3808584430217743,0.3806200847029686
53,0.38736427,0.46,0.85,0.16269083,0.24935389,0.7859286705255508,0.9702400076389313,0.0,0.4009215789437294,0.3844775785803795
54,0.39505374,0.77,0.57,0.22485843,0.22726099,0.7850489352941513,0.9856600097417831,7.999999821186065e-05,0.40125927382707594,0.38296270298957824
55,0.31187063,0.84,0.92,0.14858449,0.1827888,0.7742620238065719,0.9828000106811523,0.0007599999830126763,0.40081574833393097,0.3724475434422493
56,0.41642222,0.67,0.51,0.22175775,0.3092972,0.7854860210418702,0.8147399989366532,0.9652400068044662,0.3980099023580551,0.38896205979585646
57,0.3907356,0.44,0.88,0.1486004,0.20654419,0.786772272348404,0.7834399974346161,0.7254000021219253,0.39700142925977705,0.3906275685429573
58,0.28205442,0.91,0.92,0.13795634,0.19441237,0.7887177344560623,0.7255000019073486,0.18322000020742416,0.39820198887586594,0.3907002991437912
59,0.358104,0.76,0.75,0.18214157,0.22599663,0.7939898790121078,0.9314200038909912,0.0023599999472498894,0.4015269926190376,0.3922859931588173
60,0.28713316,0.98,0.85,0.18165295,0.23726757,0.7936572004556656,0.9881400096416474,0.008119999818503856,0.4012512450218201,0.3920562298297882
61,0.3302067,0.8,0.9,0.16061565,0.22077303,0.7869744514226913,0.750259998679161,0.9991000008583069,0.39394868618249895,0.39332592469453814
62,0.35349303,0.66,0.85,0.16766098,0.22906446,0.7943603061437606,0.9337200009822846,0.39595999944210053,0.40084707641601564,0.3930221230983734
63,0.37338057,0.85,0.49,0.21983847,0.2534153,0.790993644952774,0.9860200098752976,0.00037999999150633814,0.40207242691516876,0.3898639532327652
64,0.41475773,0.25,0.95,0.14496614,0.19863789,0.7886056939363479,0.9906800079345703,0.0,0.40320799815654756,0.38586440920829773
65,0.27845636,0.95,0.77,0.16307525,0.31783116,0.7929427015781403,0.9886200088262558,7.999999821186065e-05,0.40273708522319795,0.3897528396844864
66,0.33860043,0.74,0.75,0.16670065,0.28254363,0.8004887130260467,0.5508599967956543,0.8360599987506866,0.40193922686576844,0.3991834305524826
67,0.44345078,0.5,0.54,0.21718153,0.2818492,0.7968390520811081,0.6542999995350838,0.8920600006580353,0.40134362226724624,0.3964493997693062
68,0.3981787,0.64,0.65,0.18916804,0.24142355,0.7955446914434433,0.7193200021982193,0.37314000019431115,0.3990206644535065,0.3968190916776657
69,0.37134588,0.53,0.89,0.14915273,0.31171674,0.796954497218132,0.2914800011217594,0.9884200097322464,0.39900627958774565,0.39821964359283446
