Wall time,Step,Value
1536137069.192133,0,0.12999999523162842
1536137180.7076576,1,0.18899999856948851
1536137315.598051,2,0.26909999966621395
1536137447.8212173,3,0.2661899991631508
1536137582.454476,4,0.3265709997236728
1536137715.58746,5,0.39391389975130553
1536137849.9868066,6,0.4505225076304078
1536137983.3798707,7,0.4924702573442042
1536138118.2703059,8,0.5342232342323882
1536138252.3293858,9,0.5808009108091493
1536138385.0944006,10,0.6227208197282343
1536138520.2806275,11,0.6574487406164339
1536138653.1655848,12,0.6847038672700462
1536138787.2052205,13,0.7062334781588558
1536138921.251384,14,0.7186101286740403
1536139055.4684978,15,0.7277491160450549
1536139188.0824842,16,0.7119742037252936
1536139321.5388246,17,0.7327767850216944
1536139454.2673447,18,0.7074991054466414
1536139589.5932052,19,0.6757491934714658
1536139723.946828,20,0.7071742750779936
1536139857.0542376,21,0.6924568478086128
1536139991.3591645,22,0.7222111639814259
1536140123.8379505,23,0.7439900473448647
1536140257.6422787,24,0.762591043325634
1536140392.20183,25,0.7793319397083264
1536140526.0460117,26,0.8013987457374937
1536140659.157997,27,0.8212588711637443
1536140793.4269416,28,0.8361329869083929
1536140925.938856,29,0.8455196889328094
1536141060.1538467,30,0.8199677174169241
1536141192.4753253,31,0.8299709473441618
1536141328.4375987,32,0.8449738545170942
1536141462.9609165,33,0.8554764678732919
1536141596.0222003,34,0.8199288210859628
1536141730.0286384,35,0.8359359408847151
1536141862.8011901,36,0.843342349418848
1536141997.0166304,37,0.8480081130464517
1536142129.149972,38,0.8612073036491552
1536142263.3548868,39,0.8730865751915883
1536142396.1660478,40,0.8547779174340109
1536142532.484117,41,0.8693001256906098
1536142665.3263576,42,0.8763701128831302
1536142799.4768412,43,0.8877331025484915
1536142931.6100225,44,0.8979597932473167
1536143065.9554226,45,0.9041638117768178
1536143200.903102,46,0.9057474322680661
1536143333.6357176,47,0.8971726883260037
1536143467.4574435,48,0.9064554204470777
1536143599.4963799,49,0.9098098781639513
1536143733.2013562,50,0.9138288891554633
1536143866.0844772,51,0.9214460011935913
1536144000.4197123,52,0.9213014027431623
1536144136.8142266,53,0.9281712634225204
1536144271.151798,54,0.8973541375571056
1536144404.4505165,55,0.8706187233245578
1536144538.1035974,56,0.883556850992102
1536144670.0274978,57,0.8922011687539148
1536144804.412268,58,0.9019810528321976
1536144938.705907,59,0.9117829475489779
1536145071.7093837,60,0.9166046506483129
1536145205.7637365,61,0.9239441865371559
1536145337.554514,62,0.9275497657376731
1536145471.5567162,63,0.9317947920249288
1536145604.3691106,64,0.9356153156834589
1536145738.2845662,65,0.9350537848303687
1536145871.5593982,66,0.9215484075394247
1536146010.5781739,67,0.925393564639715
1536146143.3792574,68,0.9278542069836506
1536146277.4688306,69,0.9330687881926342
1536146411.1842544,70,0.9277619088965336
1536146544.605811,71,0.9339857189605546
1536146678.696319,72,0.9355871458724062
1536146811.444874,73,0.9350284320004213
1536146945.4242938,74,0.9405255897540535
1536147078.5980957,75,0.9464730307786482
1536147212.4806242,76,0.9508257286544577
1536147345.3613112,77,0.9537431576963605
1536147479.3157713,78,0.9573688428803988
1536147609.9544427,79,0.9606319595460333
1536147744.3514497,80,0.9205687638298485
1536147876.9456975,81,0.927511888400538
1536148010.902407,82,0.9317607024215072
1536148145.349358,83,0.9335846309872636
1536148278.164016,84,0.9172261659811887
1536148417.4948745,85,0.9245035503367441
1536148550.090791,86,0.9320531953030697
1536148683.836243,87,0.928847873388577
1536148816.5244439,88,0.933963087957068
1536148950.8301384,89,0.9105667779692682
1536149083.950751,90,0.9195101001723414
1536149218.0912495,91,0.9255590920624558
1536149350.9583826,92,0.9320031838098846
1536149485.1775217,93,0.9388028654288961
1536149617.327592,94,0.9249225800780994
1536149750.9994638,95,0.9264303218318708
1536149885.0884213,96,0.9277872894102651
1536150017.8149567,97,0.9350085604692386
1536150151.7000089,98,0.9305077029918033
1536150282.0405192,99,0.920456931023693
