epoch,disc_loss,disc_model_3_acc,disc_model_3_acc_1,disc_model_3_loss,gen_loss,val_disc_loss,val_disc_model_3_acc,val_disc_model_3_acc_1,val_disc_model_3_loss,val_gen_loss
0,0.18708584,0.96,0.96,0.1047009,0.26209876,0.5651465672254562,1.0,0.0,0.42594445580244067,0.14740329998731613
1,0.55998117,1.0,0.0,0.34628284,0.28457162,0.6114960018396377,0.006299999859184027,0.999960000038147,0.268498010456562,0.3499283934235573
2,0.08711817,1.0,1.0,0.029178148,0.43810913,0.46722784066200257,0.5259599966406823,0.6452400009632111,0.22972753807902335,0.2480609941482544
3,0.12513062,0.9,1.0,0.025324509,0.42822948,0.6259969201087952,0.9999200000762939,0.0007599999830126763,0.34525182044506075,0.2839069893956184
4,0.31893164,0.78,0.69,0.17966314,0.32383022,0.6504881483316421,0.024299999605864285,0.9998800001144409,0.30623919612169265,0.34842015409469607
5,0.17728145,0.83,1.0,0.041012168,0.2088426,0.545056369304657,0.9573800027370453,0.009899999782443046,0.30885723769664764,0.25182206586003303
6,0.49933702,1.0,0.0,0.37951905,0.12927271,0.6870759621858596,0.9997400002479553,0.00017999999597668648,0.36275341975688935,0.3281666962504387
7,0.42305702,0.31,0.84,0.15716879,0.14247206,0.6932551057338715,0.03809999957680702,1.0,0.33610640436410905,0.3554831231832504
8,0.33223695,0.96,0.56,0.21487105,0.23038273,0.5826392087936402,0.7470000004768371,0.806739997267723,0.30186904686689375,0.25293917655944825
9,0.17929704,0.92,0.96,0.084807225,0.31717616,0.6729116579294204,0.13569999966025353,1.0,0.3281436405777931,0.34290270900726316
10,0.4125602,0.61,0.61,0.19825192,0.237516,0.6856659824848175,0.6487600013017655,0.8634799997806549,0.3461718412041664,0.33488875955343245
11,0.24654469,0.94,0.76,0.15021302,0.35087684,0.7295370194911956,0.760939998626709,0.3182200014293194,0.3682567796111107,0.3631925009489059
12,0.10539461,1.0,0.95,0.07262256,0.53414714,0.6976874189376832,0.6206999999284745,0.5011799970865249,0.3576357758641243,0.3498895419239998
13,0.32353014,0.68,0.81,0.13983843,0.3652916,0.6733115810155869,0.19896000005304815,0.3344600026607513,0.3340552408695221,0.34552055472135546
14,0.33392245,0.5,0.97,0.096434966,0.36142337,0.7236231017112732,0.0513199997767806,0.9991200008392334,0.36047080558538436,0.36468923377990725
15,0.35568666,0.7,0.87,0.16805314,0.17089136,0.7325887544155121,0.9932000063657761,0.0002799999937415123,0.37671250468492506,0.3606550127863884
16,0.45385128,1.0,0.13,0.40536585,0.22596182,0.7478276710510254,0.9420600008964538,0.00017999999597668648,0.3850680531859398,0.36129742765426637
17,0.3722975,0.28,0.99,0.026106384,0.06720202,0.6797117228507996,0.68014000248909,0.7496400008201599,0.3497722356915474,0.33170015543699266
18,0.22526515,0.68,1.0,0.04946153,0.19145252,0.7237781007289886,0.3997199991047382,0.41069999819993974,0.38096704202890397,0.3422629780769348
19,0.30244642,0.99,0.44,0.25042552,0.3537558,0.6658146008253097,0.6428000004291534,0.36112000086903573,0.3550337232351303,0.29719093745946884
20,0.2332291,0.92,0.88,0.11812761,0.117277324,0.7133942893743515,0.12724000011757017,0.8720400006771087,0.3709390777945519,0.33111439365148543
21,0.6497111,1.0,0.02,0.6215772,0.16544643,0.7440069189071655,0.28496000054478643,0.7790399978160858,0.38019057756662367,0.36565553152561187
22,0.5139931,0.14,1.0,0.038749766,0.047717705,0.6316861559152603,0.9897600086927414,9.999999776482581e-05,0.36177410143613814,0.27763524574041365
23,0.2372193,0.94,0.86,0.12733439,0.4376749,0.7508968666791916,0.4606199979186058,0.8119199975728989,0.37908478879928587,0.3726429859995842
24,0.26691526,0.88,0.91,0.13194469,0.23211306,0.7240964449644088,0.059719999805092815,0.9963600033521652,0.35399364107847214,0.37372808581590655
25,0.35057792,0.76,0.66,0.17965965,0.23514707,0.7438391931056977,0.05705999986827374,1.0,0.3619347305893898,0.3835787900090218
26,0.3705551,0.89,0.44,0.24669999,0.20185156,0.7552183636426926,0.015259999684989452,1.0,0.3745441239476204,0.3838860068321228
27,0.3941199,0.69,0.58,0.20682415,0.13990074,0.7277480005025864,0.3427400006055832,0.8847800005674362,0.35666426718235017,0.37302892410755156
28,0.26034456,0.84,0.82,0.15013117,0.4250156,0.7578204238414764,0.004859999895095825,0.9995400003194809,0.3718867712020874,0.3872122413516045
29,0.24925986,0.92,0.77,0.15249634,0.3564547,0.6825829092264175,0.431459997355938,0.49293999683856965,0.32432311528921126,0.3603846591711044
30,0.31018293,0.54,0.94,0.089420415,0.13745521,0.7192607237100601,0.11109999997168779,0.9985400013923645,0.3542982292175293,0.3741557565331459
31,0.21790466,0.74,1.0,0.05513751,0.11989513,0.7072243841886521,0.3427200001478195,0.6838200027942658,0.3463197391629219,0.3640512120127678
32,0.3279639,0.43,1.0,0.08250938,0.29354304,0.7448515976667405,0.67548000228405,0.23763999958336354,0.36554326725006103,0.378816925406456
33,0.26315764,0.94,0.74,0.16088185,0.37125874,0.7181066197156906,0.020279999628663063,0.9997800002098084,0.34695509427785876,0.37508220148086546
34,0.4566763,0.88,0.17,0.29348868,0.25882772,0.691851334810257,0.10111999969184399,0.9354800010919571,0.32647271382808685,0.3660716083049774
35,0.42904228,0.96,0.13,0.3511483,0.24137318,0.6951925134658814,0.20001999966800213,0.9841800107955933,0.35105623453855517,0.34928060257434845
36,0.24839285,0.61,1.0,0.041487522,0.078604825,0.7509345898628235,0.07899999987706542,1.0,0.386056969165802,0.3659507474303246
37,0.34719756,0.98,0.32,0.29332244,0.4305534,0.6543821994066238,0.8830600010156632,0.10673999986797571,0.35521810764074324,0.3056222591996193
38,0.41725522,0.5,0.74,0.18716076,0.23879461,0.6866615735292435,0.7468000005483627,0.5623199973106384,0.3568164491057396,0.32854014992713926
39,0.19743928,0.92,0.97,0.09632065,0.29566923,0.7387086290121079,0.1470000002011657,0.9994800004959107,0.36992056477069857,0.3738001614809036
40,0.41009784,0.19,1.0,0.054740105,0.07668777,0.7049517939090729,0.5622399980425835,0.11362000003457069,0.35843058323860166,0.34308276826143264
41,0.2643233,0.83,0.9,0.13251616,0.30934733,0.6578421486616135,0.7419999996423722,0.5631599977612496,0.3258424009680748,0.3310692242383957
42,0.2140974,0.79,0.96,0.07040292,0.19041742,0.7271022151708603,0.23467999945580958,0.5797799983024597,0.36455654937028886,0.3596556590795517
43,0.30542228,1.0,0.37,0.25850722,0.2648338,0.7030876367092133,0.40187999832630156,0.7609599993228913,0.33705033802986145,0.3661048223972321
44,0.41716284,0.17,0.98,0.09672499,0.23067793,0.7539394837617874,0.054479999862611296,0.708880001783371,0.37116267466545105,0.38233101516962054
45,0.5496754,1.0,0.0,0.34704342,0.18316835,0.7114662851095199,0.3500800005793571,0.9997400002479553,0.3562400275468826,0.35577444785833356
46,0.3465824,1.0,0.2,0.30916354,0.4806815,0.7005267182588577,0.5698399968743324,0.737639999628067,0.35877662658691406,0.3477938169836998
47,0.39509004,0.36,0.9,0.10879121,0.21413933,0.7454897999763489,0.08473999989032745,0.9999000000953674,0.36465311580896376,0.3821247105002403
48,0.2969318,0.76,0.82,0.15334742,0.43471432,0.7618557168245316,0.05409999980777502,0.9961400036811828,0.3804423616528511,0.38075468528270723
49,0.41467568,0.99,0.2,0.3759199,0.6742093,0.700924538731575,0.7578999990224838,0.4664199966788292,0.38135827672481537,0.2987326895594597
50,0.3348533,0.99,0.36,0.24831252,0.3079724,0.663802501320839,0.6948600025177002,0.16416000044345855,0.3526859628558159,0.31176170527935027
51,0.5650919,0.03,0.93,0.098342694,0.07164428,0.6998201291561127,0.6433000012040139,0.43323999774456023,0.3632019475102425,0.33627840197086334
52,0.29003036,0.88,0.74,0.16602597,0.3914016,0.7202231920957566,0.3514799998700619,0.9281000019311905,0.3583080302476883,0.36343429213762285
53,0.18054338,0.81,0.96,0.037420083,0.29083228,0.6745327715873718,0.7491199997663498,0.06703999985381962,0.34995179069042204,0.3274835112690926
54,0.25289744,0.58,0.99,0.048602547,0.4609736,0.7068391509056091,0.23252000001072884,0.7703999979496002,0.3504025560617447,0.35377098733186724
55,0.31847864,0.83,0.61,0.17935733,0.55860454,0.6763789746761322,0.8212399977445602,0.21483999948203564,0.35220194149017336,0.3210656154155731
56,0.23657092,0.99,0.69,0.18861075,0.32061994,0.7238838286399841,0.7700399993658066,0.01137999977171421,0.3776688846349716,0.34693942236900327
