epoch,disc_loss,disc_model_3_acc,disc_model_3_acc_1,disc_model_3_loss,gen_loss,val_disc_loss,val_disc_model_3_acc,val_disc_model_3_acc_1,val_disc_model_3_loss,val_gen_loss
0,0.25456738,0.96,0.69,0.18240793,0.71803445,0.34659162908792496,0.21033333391572037,1.0,0.00045087383513873645,0.6519575124979019
1,0.22294867,0.86,0.91,0.09645063,0.41554874,0.47332608674963317,0.09418333344782392,0.9999666666984558,0.0010621768265991704,0.3819005697468917
2,0.21031128,0.92,0.84,0.106457986,0.5286948,0.5411823104818662,0.04434999962026874,1.0,0.000538882690113193,0.5303559204439322
3,0.35828805,0.62,0.78,0.15614954,0.42262635,0.5245333915452163,0.03891666631214321,1.0,0.0006311034244329979,0.33815806125601133
4,0.28073466,0.7,0.88,0.10266302,0.5098777,0.5954346875349681,0.017599999721472463,1.0,0.00013317123055945975,0.46909889101982116
5,0.19907103,0.99,0.76,0.15269336,0.57078993,0.4975639147063096,0.0691666663903743,1.0,0.00044611506474135845,0.48047620768348376
6,0.2655757,0.47,1.0,0.036125623,0.28158435,0.340965031037728,0.2698000001255423,0.9999666666984558,0.0005757273797886834,0.2341459453602632
7,0.28219268,0.72,0.85,0.12064949,0.556412,0.47093270018696787,0.07754999981882671,0.9999333333969116,0.00048399403251854283,0.4861398294071356
8,0.19560178,0.97,0.79,0.13738018,0.695831,0.6972808077931404,0.007483333197111885,0.9999333333969116,0.0007615783875644411,0.6170910969873269
9,0.24434713,1.0,0.61,0.2160451,0.5225657,0.5176426546772321,0.08526666660793125,1.0,0.00034149475090562947,0.5049812204639117
10,0.18353713,0.92,0.87,0.100730255,0.44517067,0.4313111909975608,0.13943333318767448,0.9999500000476838,0.0004446094102297593,0.4791385414203008
11,0.16635185,1.0,0.79,0.118564166,0.6715025,0.6660963216920693,0.017483333063622316,0.9998166668415069,0.0009314654588615667,0.6185279748340448
12,0.22949684,0.8,0.89,0.09833173,0.504819,0.49487052589654923,0.09628333327670892,0.9999166667461395,0.0005127198968083727,0.43635513534148535
13,0.24010701,0.61,1.0,0.02656285,0.19942045,0.3208472718546788,0.36001666605472565,0.9997333335876465,0.001367099790647141,0.25786316918830077
14,0.19355293,0.99,0.74,0.16883147,0.7902014,0.7389519154528776,0.013016666447122892,0.9995333337783814,0.0017358685643678957,0.7015372745196025
15,0.27786797,0.97,0.47,0.24505648,0.7758449,0.7042237058281898,0.007449999861419201,0.9983333349227905,0.004760161806383015,0.7525638109445572
16,0.18973781,0.84,0.97,0.064338386,0.41289344,0.5470092050731182,0.06758333308001359,0.9929666731754939,0.009895742050527285,0.44503184805313745
17,0.30557227,0.33,1.0,0.006591907,0.29380086,0.41752230897545817,0.19731666669249534,0.9910333413879077,0.012574825562381497,0.29595516530176
18,0.09942728,0.95,0.99,0.038251113,0.69750524,0.6194522668917973,0.05119999977760017,0.9904333420594533,0.01257653805349643,0.6793414641916752
19,0.2930667,0.99,0.4,0.2815891,0.7197354,0.8159326019883156,0.002783333274225394,0.986933343509833,0.01630295193598916,0.77418772260348
20,0.15858965,0.85,1.0,0.037248157,0.35232764,0.359503823791941,0.4191166658792645,0.914150001903375,0.06312250619133314,0.2825481933603684
21,0.2194002,0.96,0.79,0.13366312,0.44783577,0.46959842984875044,0.18114999989358088,0.955916669468085,0.038713538413867356,0.43179394672314325
22,0.15844263,0.8,1.0,0.009832291,0.26657665,0.4418772880981366,0.29284999953272445,0.8868999999761581,0.08096285764748852,0.2785604550689459
23,0.11553259,1.0,0.88,0.09898924,0.71473265,0.6063212077319622,0.11804999976418912,0.8593833324313164,0.09504350622495016,0.5600849367678166
24,0.24305283,1.0,0.57,0.23835176,0.77397346,0.7647783851623535,0.034416666453083354,0.8056333315372467,0.12535533409565688,0.6705451503396034
25,0.13215594,0.84,1.0,0.02001233,0.33400318,0.5632373011608919,0.2540166669245809,0.6850333342949549,0.19381769922872386,0.38241549164056776
26,0.15329285,0.91,0.92,0.06939298,0.5124673,0.6437905280292034,0.47803333299855394,0.4008999991416931,0.3856911377608776,0.4671254387994607
27,0.19025289,0.74,1.0,0.021080997,0.21983972,0.6611316808561484,0.49018333237307765,0.3817999998728434,0.40128079786896703,0.32104248128831386
28,0.0539675,0.96,1.0,0.0044703316,0.5843648,0.7900028491020202,0.1282500002036492,0.5489666641751925,0.2772093399365743,0.5837082939843337
29,0.08748669,0.95,0.98,0.035425164,0.47085816,0.758183987637361,0.2298666664492339,0.4700166638195515,0.32880705572664737,0.5489382061362267
30,0.1378398,0.86,0.98,0.028626347,0.4041563,0.7462369117637475,0.2746666669100523,0.44151666432619097,0.3559014066060384,0.49549324018259844
31,0.11206365,0.99,0.91,0.083752595,0.56503576,0.7725927317142487,0.22735000007164974,0.42409999837478,0.3724377551674843,0.47479584788282714
32,0.09903006,1.0,0.91,0.09588834,0.55065817,0.8758541991313299,0.10344999995703498,0.4804999967912833,0.3292465601861477,0.5907822979986668
33,0.15418485,0.98,0.85,0.113809526,0.81051064,1.0857227288683255,0.009816666515544057,0.5212166637182236,0.3071289757390817,0.7252000347773234
34,0.09712969,0.97,0.98,0.036398873,0.60698223,1.1101029681166013,0.028133333064615726,0.3753000000367562,0.41202786897619564,0.6693569465974967
35,0.16983905,0.71,1.0,0.001879721,0.48797515,1.0224347439408303,0.13899999990438422,0.2939833348244429,0.4878643280764421,0.4243204625695944
36,0.041200537,1.0,1.0,0.016055519,0.74661505,1.1329325337211291,0.08513333323722085,0.2635333335399628,0.5243925305207571,0.73841797336936
37,0.06845931,0.98,1.0,0.0304578,0.79872435,1.0744379377365112,0.08741666665921609,0.2867833344141642,0.4947458983461062,0.6711874089141687
38,0.08866234,0.9,1.0,0.004391493,0.5379578,1.170097637673219,0.0375833330086122,0.34038333443303903,0.45422690038879715,0.6187408937017123
39,0.13094482,0.97,0.9,0.09553423,0.7602131,1.0713637001315752,0.11288333342410624,0.23935000032186507,0.5460068885485331,0.7661716457704703
40,0.08120069,0.97,1.0,0.04207136,0.66707695,1.2452086586753528,0.11380000015099843,0.1302499999354283,0.6976571992039681,0.659269847124815
41,0.11310978,0.98,0.92,0.07481066,0.7925795,1.4614707203706105,0.009483333180348079,0.18300000008195638,0.6209532841046651,0.7400569616258145
42,0.10266854,0.89,0.99,0.010783148,0.4188374,1.2931335858503978,0.06586666658831139,0.14038333350171645,0.6918520295619964,0.5377799481650194
43,0.1175275,0.98,0.9,0.084614575,0.9398801,1.5092960673570632,0.013316666400060058,0.12844999964659412,0.705106802880764,0.8252854091922442
44,0.041965775,0.99,0.99,0.025936686,0.99220765,1.3351714356740316,0.017016666488101084,0.23029999985049168,0.5717514133950075,0.9265138416488965
45,0.16336833,0.93,0.9,0.090390384,0.5899518,1.1898483548561731,0.0882666664943099,0.17791666695227226,0.6430743833382925,0.730218611061573
46,0.29154983,0.41,1.0,0.0010620984,0.19306177,1.0943081088860829,0.2826166663567225,0.13455000011871257,0.6997285890579223,0.2067803568765521
47,0.29931253,0.44,1.0,0.00645375,0.6072041,1.2020130682984989,0.1007000001023213,0.15138333406920235,0.6638384160399436,0.49180546378095946
48,0.038610347,1.0,0.99,0.03089891,0.9382374,1.40709568520387,0.011833333146447937,0.22468333317587774,0.586154878338178,0.8447743640343348
49,0.20125087,0.98,0.63,0.19191878,0.94257283,1.5056832363208135,0.005016666560744246,0.19436666662494342,0.6230577011903127,0.9270848063627879
50,0.24445485,1.0,0.5,0.2444268,0.8980375,1.5534721513589222,0.006149999890476465,0.17148333366960286,0.6619765815138817,0.9255824494361877
51,0.061438173,0.96,0.99,0.0110978745,0.8091924,1.6961458772420883,0.005499999880169829,0.06959999995306135,0.8309443674484889,0.8886101375023524
52,0.06539473,0.98,0.97,0.03537582,0.75902504,1.6788205488522847,0.01086666646413505,0.06779999987843136,0.8353550610939662,0.7592782377700011
53,0.05299721,0.97,1.0,0.02119513,0.54705936,1.3942899560928346,0.08638333320307234,0.0878333333786577,0.7927395640810331,0.5555447322130204
54,0.024547156,1.0,0.98,0.022716163,0.90155977,1.5551533228158951,0.019599999754379194,0.09623333324678242,0.7790313881635665,0.7915747752288977
55,0.025565539,0.99,1.0,0.010909417,0.91542655,1.6611751925945282,0.00933333316196998,0.08311666661252579,0.8110824773708979,0.7788685243328413
56,0.059452586,0.97,1.0,0.014258307,0.7092994,1.496529782017072,0.06281666651678582,0.05426666641607881,0.8753039069970449,0.7245973831911882
57,0.041458465,0.97,1.0,0.010986231,0.577902,1.1954141584038736,0.27453333341826996,0.08418333321499327,0.8002414031823476,0.5416962823768456
