Wall time,Step,Value
1536100916.4428203,0,0.7180344462394714
1536100999.390486,1,0.7150095891952515
1536101088.5681903,2,0.710696307182312
1536101193.1894066,3,0.7043218491435052
1536101275.8983426,4,0.6972140964579583
1536101390.273845,5,0.6901925751501323
1536101491.4431832,6,0.6804190606618405
1536101629.675343,7,0.6712624431355323
1536101765.506919,8,0.6640912685159163
1536101903.50728,9,0.6568673616135232
1536102039.3736966,10,0.6488990301139272
1536102177.9516354,11,0.6426707160078167
1536102316.362023,12,0.6362472641810435
1536102453.33535,13,0.626676000080726
1536102592.4689224,14,0.6205585304141852
1536102730.1794286,15,0.6171562434001236
1536102869.9104946,16,0.6123577629277296
1536103006.5428405,17,0.6052854247222469
1536103145.9273057,18,0.6004790288853034
1536103283.5484,19,0.5977784118084004
1536103422.1247673,20,0.5931364043062748
1536103558.7249575,21,0.5879233719187863
1536103696.7312908,22,0.5804873484433176
1536103833.4562762,23,0.5758066224131763
1536103971.6077113,24,0.5739969027542882
1536104110.0183494,25,0.5701310926057002
1536104247.7719738,26,0.5664231487066242
1536104384.2055855,27,0.5599538798804876
1536104522.1607938,28,0.5549578810509417
1536104658.8958485,29,0.5500701247553106
1536104796.3612869,30,0.5446519038827493
1536104933.466553,31,0.540466983541174
1536105070.9331381,32,0.5371791098931715
1536105209.1348026,33,0.5372492474931176
1536105346.8248382,34,0.5380033887855442
1536105483.8693397,35,0.5381139608480219
1536105621.389119,36,0.5402885351323805
1536105757.8779387,37,0.5446342984845217
1536105895.5714045,38,0.5480876016900482
1536106032.6975164,39,0.5530060320403075
1536106170.4521854,40,0.5581306697566631
1536106306.5078676,41,0.5646261143299942
1536106446.6976771,42,0.5684295372739989
1536106583.8796425,43,0.575224815216608
1536106721.5706897,44,0.5848988186616546
1536106858.3969202,45,0.5927852913977356
1536106996.088489,46,0.5951760990900703
1536107132.8603332,47,0.5972329331262405
1536107270.4230826,48,0.6023090136509276
1536107407.010151,49,0.6098232770604902
1536107544.3978655,50,0.6187919725839202
1536107680.2615864,51,0.6279606204225805
1536107817.918644,52,0.6366978693405562
1536107954.8700886,53,0.6428786558423739
1536108095.881169,54,0.6504719040514952
1536108232.7737536,55,0.6592719815833253
1536108370.4907985,56,0.666900318423751
1536108506.7857435,57,0.6721892882704971
1536108644.5998764,58,0.675998961740901
1536108780.4576232,59,0.6829937744046912
1536108918.2314105,60,0.6887859612837853
1536109053.7885554,61,0.6952540758689414
1536109191.8168168,62,0.703507909276348
1536109329.6264505,63,0.7078982958378565
1536109465.7546492,64,0.7100379410219181
1536109604.9706311,65,0.7064470194339773
1536109741.3301125,66,0.705282313517146
1536109879.8187509,67,0.7009939208201379
1536110020.2989783,68,0.7020168241668558
1536110159.0519373,69,0.6997782410236898
1536110295.756194,70,0.6969061320105915
1536110433.4875267,71,0.6978205374966874
1536110570.3339088,72,0.7000489748963603
1536110708.103128,73,0.7025201913132708
1536110844.8959289,74,0.6998414506427838
1536110982.6606436,75,0.7007380583630612
1536111119.779636,76,0.6962977816377939
1536111257.422217,77,0.6943283629320061
1536111394.1547668,78,0.6943271366710021
1536111531.4483619,79,0.6977990972278099
1536111667.045964,80,0.7000520146545228
1536111804.787297,81,0.7018148562398335
1536111941.9991012,82,0.706480866418727
1536112079.5703998,83,0.7109815740541384
1536112216.0305598,84,0.7131098487550172
1536112353.5873137,85,0.7136079448093279
1536112495.5792642,86,0.7134727634079936
1536112633.1092887,87,0.7092884305991822
1536112769.5868309,88,0.7086073080042546
1536112906.8420768,89,0.7118835306634432
1536113043.6645374,90,0.7145041709125871
1536113181.4814692,91,0.7195703225557867
1536113318.4903164,92,0.7236405937046086
1536113455.9973705,93,0.7278190931235112
1536113593.0737007,94,0.7319059675117255
1536113730.8151302,95,0.7356489346499073
1536113867.6337516,96,0.7419676116842979
1536114005.3798544,97,0.7472486003050711
1536114142.1593277,98,0.7546788605201801
1536114279.7866354,99,0.7622066710175779
