epoch,disc_loss,disc_model_3_acc,disc_model_3_acc_1,disc_model_3_loss,gen_loss,val_disc_loss,val_disc_model_3_acc,val_disc_model_3_acc_1,val_disc_model_3_loss,val_gen_loss
0,0.27576017,0.78,0.91,0.11132386,0.24894714,0.5064831086993218,0.9388200006484986,0.37262000074982643,0.3577106431722641,0.2007878369987011
1,0.17537887,0.95,0.88,0.110396385,0.38200158,0.45352561163902283,0.978460009932518,0.014099999692291022,0.3928030672669411,0.06369848179072142
2,0.27075714,0.67,0.93,0.087308064,0.09999213,0.4410294715166092,0.8552799992561341,0.31410000121593473,0.2883720640540123,0.1852891366183758
3,0.3626296,0.52,0.91,0.13058197,0.34506077,0.5342401430606842,0.6406800013780594,0.09325999975576997,0.3209073531031609,0.20901402348279954
4,0.185574,0.87,0.84,0.09922103,0.22319977,0.3601926873922348,0.9520800015926361,0.23810000009834767,0.250234403192997,0.11688545417785645
5,0.25097182,0.85,0.9,0.12263016,0.12391897,0.5340449281930923,0.9501600019931793,0.00019999999552965163,0.37630636048316957,0.18962936493754387
6,0.37069863,0.53,0.82,0.16236025,0.2760147,0.4734383187294006,0.8896999992132187,0.0009999999776482583,0.31354298859834673,0.16867580726742745
7,0.37121707,0.42,0.94,0.09837175,0.21061428,0.48175447529554366,0.8804999994039535,0.049639999736100435,0.2975853860974312,0.19209801030158996
8,0.40113667,0.94,0.36,0.32357022,0.5777074,0.4376812478899956,0.5735599980354309,0.6796800011396408,0.20770938083529472,0.19559055444598197
9,0.2140812,0.9,0.9,0.10192901,0.19017176,0.4998298082351685,0.7846999980211258,0.022639999616891147,0.2946535673737526,0.2087436848282814
10,0.2666482,0.73,0.86,0.11404065,0.077915266,0.5214380404949188,0.7526600006818771,0.0006199999861419201,0.3128977379798889,0.20972287327051162
11,0.48125494,0.94,0.07,0.3496861,0.18769626,0.4714118411540985,0.9178400025367737,0.0672399999462068,0.281613223195076,0.1902615711092949
12,0.41406167,0.43,0.78,0.13960075,0.20224872,0.517686742901802,0.851200000166893,0.0003199999928474426,0.3189991334676743,0.19922937950491906
13,0.31106743,0.87,0.73,0.1685868,0.26344535,0.4841349204182625,0.7012000013589859,0.25031999975442887,0.2695609780550003,0.20666496014595032
14,0.35127583,1.0,0.22,0.3185,0.34693062,0.5578741482496261,0.3245000017285347,0.822639997124672,0.27301390409469606,0.2910078092217445
15,0.41727424,0.23,0.94,0.08949675,0.1460705,0.5590658632516861,0.5368199968338012,0.14262000017613172,0.30649148660898207,0.2617587078213692
16,0.3873393,0.4,0.9,0.10367809,0.16405062,0.6199385070800781,0.5129199966192245,0.003119999930262566,0.3602670594453812,0.27615461087226867
17,0.29814792,0.84,0.72,0.1916574,0.15982275,0.5437615861892701,0.10945999999716878,0.9861200113296509,0.20899847841262817,0.3412792935967445
18,0.33568108,0.74,0.73,0.1795649,0.22487515,0.550322252869606,0.5213799968957901,0.1934000000655651,0.27801585191488265,0.2871317053437233
19,0.17826034,0.87,1.0,0.05997264,0.1727854,0.5360799610614777,0.48451999747753144,0.20741999995708466,0.27069860315322875,0.2743942779898644
