Wall time,Step,Value
1535791412.046515,0,0.1870858371257782
1535791836.279876,1,0.1908147904276848
1535792257.2380974,2,0.1927982764095068
1535792679.9998066,3,0.1937282235264778
1535793102.097218,4,0.19573351484790444
1535793524.1428936,5,0.19717328021183608
1535793946.010554,6,0.201361127529864
1535794367.5643961,7,0.20697024277927337
1535794789.2902899,8,0.21276629315979342
1535795211.9237509,9,0.2171264014851491
1535795632.9026444,10,0.22261242716114332
1535796055.5225594,11,0.22729543057648768
1535796477.5818663,12,0.22986965512987653
1535796899.7307847,13,0.23289138184221184
1535797322.3272452,14,0.2363492911185221
1535797745.05058,15,0.2403435713669612
1535798167.7089312,16,0.24571401548049313
1535798590.235709,17,0.25132991001368465
1535799013.8393764,18,0.25561813693845115
1535799436.879145,19,0.2595598836277384
1535799858.4703352,20,0.26248939061682564
1535800280.6728265,21,0.2687345080962672
1535800703.1910737,22,0.2762456390179591
1535801125.7566288,23,0.28193939171281357
1535801548.7760146,24,0.2864010900959721
1535801971.4112482,25,0.29065683409212356
1535802395.1890829,26,0.29490296941633665
1535802817.5326087,27,0.2993345082202267
1535803239.695922,28,0.3025341552183225
1535803662.1449988,29,0.3045931263278318
1535804083.2310762,30,0.30631679095364606
1535804506.2623987,31,0.3068288379622739
1535804930.3690097,32,0.3074549465460914
1535805352.2313285,33,0.3075191213927947
1535805774.9513721,34,0.3090626748481
1535806199.07288,35,0.3115127491956194
1535806621.514485,36,0.3128661104267599
1535807044.3873942,37,0.31430564754427737
1535807466.8261743,38,0.3165011683619977
1535807890.9020033,39,0.31708892137205674
1535808313.3825905,40,0.3184950904709652
1535808735.2095084,41,0.3190923694779989
1535809159.6210089,42,0.31852621573430906
1535809581.2883308,43,0.3179365918071619
1535810004.483956,44,0.31845125886408093
1535810427.637281,45,0.3211803806417994
1535810849.948002,46,0.3236449896025306
1535811272.2432218,47,0.32635577340014527
1535811695.5877237,48,0.3282572685744764
1535812116.9188428,49,0.3306616638077712
1535812537.9725258,50,0.33265114022377756
1535812960.3531296,51,0.33658702379828553
1535813382.3674123,52,0.33930952285787275
1535813804.8136241,53,0.3399270856475146
1535814228.8501477,54,0.33955701506452113
1535814651.5841146,55,0.33904647418059314
1535815075.0038774,56,0.33760818056801045
1535815498.404882,57,0.33614751841754176
1535815921.317645,58,0.3330266335693813
1535816344.6423223,59,0.33006068751429546
1535816766.704734,60,0.3274299410459969
1535817189.2700145,61,0.32363770275883025
1535817611.7410402,62,0.31959740375142814
1535818033.7336016,63,0.3143512604538331
1535818456.3191018,64,0.3096358538467815
1535818878.3553069,65,0.3044736665622804
1535819300.0314178,66,0.2992640691596517
1535819722.9315462,67,0.29410164367619684
1535820144.7375095,68,0.28969159905203723
1535820569.6720405,69,0.2850398767399183
1535820993.2764769,70,0.27976164790214425
1535821414.7974775,71,0.27506051667430514
1535821837.4524856,72,0.2711274439167783
1535822260.1604707,73,0.2661765515297125
1535822682.2215037,74,0.26145243850180344
1535823104.0492797,75,0.25658504562007584
1535823525.9832127,76,0.25254594138302006
1535823948.6758847,77,0.24857186655960128
1535824371.211042,78,0.24768602337470164
1535824794.131145,79,0.2458905183915097
1535825216.4407637,80,0.2463691103647516
1535825638.3087194,81,0.24840518770527656
1535826060.3847494,82,0.24921693633893438
1535826481.5,83,0.24782033828060013
1535826904.565224,84,0.24563027211884547
1535827329.6584718,85,0.24276715845414054
1535827752.9279296,86,0.23849787035097664
1535828174.6130965,87,0.23370031213337233
1535828601.3972495,88,0.23133690844019456
1535829023.273515,89,0.2287332177525499
1535829445.3155546,90,0.22612157854090859
1535829868.8370578,91,0.22294060111352632
1535830292.6556244,92,0.22089371848611833
1535830715.0073133,93,0.21786814612513475
1535831138.100198,94,0.21447013570135948
1535831559.899716,95,0.2101293319157044
1535831982.2766836,96,0.2056742699076482
1535832404.8884332,97,0.20037217504716023
1535832827.0150206,98,0.19507279982004588
1535833249.2944195,99,0.18999695109807455
