epoch,disc_loss,disc_model_3_acc,disc_model_3_acc_1,disc_model_3_loss,gen_loss,val_disc_loss,val_disc_model_3_acc,val_disc_model_3_acc_1,val_disc_model_3_loss,val_gen_loss
0,0.26908344,0.81,0.93,0.11557283,0.27753934,0.6084622534704797,0.591975306287224,0.2407818926582611,0.3089848467351968,0.3353432015872296
1,0.3174728,0.97,0.44,0.2490102,0.242048,0.7101795285817527,0.8548971198713828,0.525308638197895,0.35018305143211115,0.3771752643977664
2,0.27297896,0.73,0.98,0.09198084,0.39006147,0.7533783689447882,0.9180658474380587,0.12185185183406858,0.37956263756555786,0.39526238608262176
3,0.21785834,0.96,0.96,0.09384029,0.4889694,0.7599315714443662,0.41456789980209413,0.9809465131151333,0.3713804592566235,0.3969282355818729
4,0.18643586,0.91,1.0,0.049942017,0.17276375,0.682756781578064,0.06559670774013172,0.9999588477758714,0.29661106830271183,0.3917735947502984
5,0.23829275,0.95,0.85,0.1364686,0.3393838,0.7540503409173753,0.16724279854032728,0.9983539110348548,0.3618927910739993,0.39574830963778396
6,0.20934418,0.98,0.81,0.15404682,0.43398896,0.7756280849990531,0.5775308611461655,0.98362141087222,0.38298186573962617,0.397628458684364
7,0.25386107,0.86,0.85,0.11938041,0.40792572,0.7788786122828354,0.21168724266589914,0.9917284024595724,0.38547685668792253,0.399474762226819
8,0.2680291,0.95,0.79,0.1580375,0.4737474,0.7729824180465666,0.16905349819564525,0.9667078241889859,0.3794590870048774,0.39801474743419224
9,0.24051285,0.87,0.87,0.12436192,0.3720542,0.7763717944729965,0.08666666658449565,0.9358847747123781,0.3806037845189679,0.39939730979287574
10,0.20373555,0.99,0.91,0.11157659,0.3672173,0.7692991941554066,0.19370370358228683,0.9397530886862013,0.3752675807034528,0.3980287857997565
11,0.28976125,0.97,0.71,0.17923208,0.35995704,0.7781024204850687,0.20872428007577182,0.8532510286986582,0.3821686550422951,0.40094957000924725
12,0.24204308,0.89,0.91,0.1043079,0.4032003,0.7704499479183935,0.12794238675401043,0.9783950712945726,0.3722798298170537,0.40028824531492385
13,0.28217518,0.99,0.68,0.19479747,0.3526942,0.7817586304719556,0.033991769017506036,0.7349382729687318,0.3821440426165184,0.40101080764958885
14,0.20745198,0.99,0.84,0.14196333,0.39881736,0.7658812281035592,0.1466255145523038,0.9920987724767301,0.36615999453842885,0.4003047316407961
15,0.28774682,0.56,0.99,0.07962082,0.2672405,0.7882154071281967,0.39246913508623227,0.872345680562557,0.3890977173185152,0.40007234343285425
16,0.18276367,1.0,0.98,0.096834004,0.24412279,0.7846627917309357,0.05703703678163236,0.9731687346603645,0.38498620928069693,0.40047366947794155
17,0.2918197,0.65,0.99,0.09815385,0.30763492,0.7841308305783526,0.16053497999783897,0.9336625541188589,0.3840683585822337,0.401654243346595
18,0.1939379,0.98,0.98,0.11928473,0.32824862,0.7872088502463981,0.4004526738031411,0.9418107008737792,0.38716834783554077,0.40122833798942253
19,0.15673307,1.0,0.9,0.108836584,0.39208472,0.7890578790456669,0.3122633748952253,0.9918107071531163,0.3880088970739655,0.4015614953305986
20,0.1460239,0.99,1.0,0.071460634,0.18126696,0.7901379937007104,0.016913579891861222,0.9947325153115355,0.3887271659119139,0.4015795636324235
21,0.20891449,0.92,1.0,0.08183815,0.24403745,0.7863298983240323,0.22526748996580578,0.9775308745878714,0.3870662260693287,0.4006120672932378
22,0.18306823,0.95,1.0,0.07698263,0.18562037,0.7850033900865312,0.09695473238979102,0.9965432129279086,0.3844023822756952,0.40105050642794543
23,0.3025393,0.98,0.7,0.18818145,0.39530253,0.7889696403785988,0.07880658418737321,0.996666669845581,0.3877181282014023,0.40202273802502164
24,0.30922395,0.77,0.93,0.1341403,0.28688082,0.7918173822846433,0.40452674754853113,0.9542798387660901,0.3911658694714676,0.4013855638817995
25,0.25355703,0.9,0.85,0.13555785,0.3828026,0.7927669075781426,0.1381481484099916,0.9925102947180163,0.3908325685149848,0.4024566345744663
26,0.19262066,0.96,1.0,0.08322876,0.18953738,0.7908747878094269,0.24312757231571056,0.9949794284110207,0.39047390198020776,0.40150854273588077
27,0.20933576,0.96,0.94,0.09567904,0.37361312,0.793836010581672,0.28506172935903806,0.9933744916700041,0.39235123047612824,0.4019070512963911
28,0.34908137,0.41,0.97,0.10567358,0.2801346,0.7957478131286402,0.062469135839568736,0.9992181077415561,0.3932546860396617,0.4027563859651118
29,0.21819395,0.97,0.91,0.12293185,0.33994225,0.79553246130178,0.06374485576870265,0.9935802525453606,0.393624417943719,0.4023750862221659
30,0.29299113,0.51,1.0,0.07487633,0.1676485,0.7962584127614527,0.3143621413305463,0.9223456821814486,0.39568424789012707,0.401227117075351
31,0.25993228,1.0,0.63,0.19864716,0.35873333,0.7957582638096907,0.19917695448109152,0.9946913625968337,0.3933454729892589,0.4028615392284629
32,0.29767194,0.66,0.96,0.10185053,0.3544309,0.7966564736739108,0.06567901218838898,0.9936625572389045,0.3942970696054859,0.40275445739918775
