Wall time,Step,Value
1535964166.0284095,0,0.42366689443588257
1535964266.4479938,1,0.3834701180458069
1535964366.5432036,2,0.32961609959602356
1535964467.5757117,3,0.3409331738948822
1535964568.756144,4,0.3321610689163208
1535964669.140633,5,0.30024483799934387
1535964770.1742454,6,0.26800256967544556
1535964870.4809396,7,0.3606633245944977
1535964971.1127527,8,0.42780962586402893
1535965071.5803254,9,0.3454694151878357
1535965172.215087,10,0.2754599452018738
1535965273.1506598,11,0.39339780807495117
1535965373.709785,12,0.396192729473114
1535965474.0220518,13,0.3655829429626465
1535965574.5547361,14,0.3297637701034546
1535965676.1259196,15,0.4113384485244751
1535965776.5963356,16,0.2953770160675049
1535965876.902132,17,0.3786073923110962
1535965977.0711234,18,0.3641359806060791
1535966078.3003137,19,0.3115610182285309
1535966178.913539,20,0.3042464554309845
1535966278.6624033,21,0.259075403213501
1535966412.1401513,22,0.3685164451599121
1535966512.0843654,23,0.31219181418418884
1535966612.2443323,24,0.27414554357528687
1535966713.0709982,25,0.25551682710647583
1535966812.4104884,26,0.26732194423675537
1535966912.6022542,27,0.2644057869911194
1535967013.110252,28,0.2687322199344635
1535967113.5681958,29,0.28452688455581665
1535967213.577625,30,0.2995035946369171
1535967313.396449,31,0.31551867723464966
1535967413.3577464,32,0.2609966993331909
1535967526.0553076,33,0.2942897379398346
1535967636.69491,34,0.3502042591571808
1535967753.7041516,35,0.2728247046470642
1535967862.9984446,36,0.32035553455352783
1535967973.6287947,37,0.3011484444141388
1535968084.3383029,38,0.29865315556526184
1535968202.5692039,39,0.29457899928092957
1535968309.0810757,40,0.21873778104782104
1535968419.5700357,41,0.18748584389686584
1535968532.086155,42,0.20005208253860474
1535968646.3073857,43,0.21980339288711548
1535968756.6538203,44,0.16855669021606445
1535968867.3796177,45,0.22230717539787292
1535968977.9372742,46,0.2307514101266861
1535969092.3707807,47,0.2335357964038849
1535969202.776578,48,0.2229599803686142
1535969313.3913813,49,0.22843241691589355
1535969434.6657047,50,0.19545215368270874
1535969539.9051697,51,0.22085323929786682
1535969650.5009263,52,0.24869593977928162
1535969761.3074813,53,0.20265449583530426
1535969879.9373531,54,0.1716688871383667
1535969988.4638665,55,0.2603559195995331
1535970099.1652308,56,0.15123647451400757
1535970209.7563834,57,0.19979742169380188
1535970324.0428145,58,0.1352090835571289
1535970434.7908795,59,0.4401434659957886
1535970545.75794,60,0.2568451464176178
1535970669.3556976,61,0.2528161406517029
1535970773.3615425,62,0.2454145848751068
1535970883.9391265,63,0.13488739728927612
1535970995.2133908,64,0.1871802657842636
1535971111.8954854,65,0.19208213686943054
1535971219.4851558,66,0.22308850288391113
1535971329.9826193,67,0.19139572978019714
1535971444.6106517,68,0.2614889442920685
1535971558.5842693,69,0.23985961079597473
1535971669.2785435,70,0.4863111078739166
1535971779.9877381,71,0.204545259475708
1535971899.531543,72,0.22982890903949738
1535972007.6996493,73,0.1758531779050827
1535972118.466491,74,0.20336222648620605
1535972229.057237,75,0.20977531373500824
1535972347.013707,76,0.17257395386695862
1535972453.9954076,77,0.25642895698547363
1535972564.8236415,78,0.11347872018814087
1535972675.3290067,79,0.19354984164237976
1535972789.3261867,80,0.1837925761938095
1535972899.8206024,81,0.26886308193206787
1535973010.088094,82,0.1310228407382965
1535973120.9718015,83,0.20002330839633942
1535973235.141134,84,0.1358896791934967
1535973345.398275,85,0.11163772642612457
1535973461.5104659,86,0.4192078709602356
1535973580.324298,87,0.2048625349998474
1535973686.4685633,88,0.08517114818096161
1535973797.1740017,89,0.22405047714710236
1535973907.8588817,90,0.03401658684015274
1535974023.2875705,91,0.1692182570695877
1535974132.457662,92,0.24263224005699158
1535974242.9686697,93,0.1473175287246704
1535974353.6281505,94,0.12008041888475418
1535974468.450154,95,0.20580637454986572
1535974578.5381615,96,0.13613837957382202
1535974688.6782398,97,0.18489515781402588
1535974812.056003,98,0.1139213889837265
1535974916.2768168,99,0.21991413831710815
