Wall time,Step,Value
1535964166.0284095,0,0.42366689443588257
1535964266.4479938,1,0.42326492667198184
1535964366.5432036,2,0.4220028445124626
1535964467.5757117,3,0.4201698612570763
1535964568.756144,4,0.41780505689680575
1535964669.140633,5,0.41471396317601206
1535964770.1742454,6,0.4107430633271635
1535964870.4809396,7,0.40702583706226947
1535964971.1127527,8,0.40422272167572293
1535965071.5803254,9,0.4013646651477414
1535965172.215087,10,0.39779059216061763
1535965273.1506598,11,0.39485166520019077
1535965373.709785,12,0.3924845450049742
1535965474.0220518,13,0.3902981616264255
1535965574.5547361,14,0.38792184717457134
1535965676.1259196,15,0.38623119848206855
1535965776.5963356,16,0.38395323121699565
1535965876.902132,17,0.38205461934322754
1535965977.0711234,18,0.3803375573381039
1535966078.3003137,19,0.37825897172285805
1535966178.913539,20,0.3758351922115902
1535966278.6624033,21,0.3727043329174823
1535966412.1401513,22,0.3701264580116792
1535966512.0843654,23,0.3674590328997038
1535966612.2443323,24,0.36436528366575954
1535966713.0709982,25,0.36077086222067184
1535966812.4104884,26,0.35692489167031166
1535966912.6022542,27,0.352884464477728
1535967013.110252,28,0.34877019600630255
1535967113.5681958,29,0.34479520542994313
1535967213.577625,30,0.34112254695516175
1535967313.396449,31,0.3378916548933837
1535967413.3577464,32,0.3345056827677415
1535967526.0553076,33,0.3313608858976923
1535967636.69491,34,0.3290020341655473
1535967753.7041516,35,0.3265295909673251
1535967862.9984446,36,0.3244651714126271
1535967973.6287947,37,0.32255982430333685
1535968084.3383029,38,0.320777426457431
1535968202.5692039,39,0.31907169993048223
1535968309.0810757,40,0.31668672225482714
1535968419.5700357,41,0.3134628815539669
1535968532.086155,42,0.30971746259611643
1535968646.3073857,43,0.30578453254316756
1535968756.6538203,44,0.301226580777008
1535968867.3796177,45,0.2967454457926273
1535968977.9372742,46,0.29245578609861955
1535969092.3707807,47,0.288391961849526
1535969202.776578,48,0.28444594439295107
1535969313.3913813,49,0.2806895349783548
1535969434.6657047,50,0.27679446953957537
1535969539.9051697,51,0.27308005423174697
1535969650.5009263,52,0.2698275366878813
1535969761.3074813,53,0.2665212670688243
1535969879.9373531,54,0.26289466487808355
1535969988.4638665,55,0.259931729650798
1535970099.1652308,56,0.25644479956532884
1535970209.7563834,57,0.25305391241738356
1535970324.0428145,58,0.24912884553894532
1535970434.7908795,59,0.2478596875719788
1535970545.75794,60,0.2469215242071923
1535970669.3556976,61,0.24622055804616033
1535970773.3615425,62,0.24564471572401392
1535970883.9391265,63,0.24407071025872795
1535970995.2133908,64,0.24222686138710167
1535971111.8954854,65,0.24023189655590765
1535971219.4851558,66,0.23844454110592056
1535971329.9826193,67,0.23652629507817377
1535971444.6106517,68,0.2352221422878378
1535971558.5842693,69,0.23421215321274705
1535971669.2785435,70,0.23591505160853524
1535971779.9877381,71,0.2369807013877954
1535971899.531543,72,0.23777235978551314
1535972007.6996493,73,0.23779441126886022
1535972118.466491,74,0.23746795112254482
1535972229.057237,75,0.23692659203015398
1535972347.013707,76,0.23584456478368543
1535972453.9954076,77,0.23517396663606377
1535972564.8236415,78,0.23341382967201102
1535972675.3290067,79,0.23158947885083198
1535972789.3261867,80,0.22963378565910672
1535972899.8206024,81,0.2284419671365389
1535973010.088094,82,0.2265024028692765
1535973120.9718015,83,0.22466656486806463
1535973235.141134,84,0.22229176723033733
1535973345.398275,85,0.21926164073573606
1535973461.5104659,86,0.21880670057735405
1535973580.324298,87,0.21829875739328955
1535973686.4685633,88,0.216556047322074
1535973797.1740017,89,0.2152193964626397
1535973907.8588817,90,0.21232468117027306
1535974023.2875705,91,0.2095488975424492
1535974132.457662,92,0.20763134622905732
1535974242.9686697,93,0.20547499149016604
1535974353.6281505,94,0.20287439842560998
1535974468.450154,95,0.20079723780456213
1535974578.5381615,96,0.19846814911920596
1535974688.6782398,97,0.19644585737101566
1535974812.056003,98,0.19398255637110864
1535974916.2768168,99,0.19224659838064395
