epoch,disc_loss,disc_model_4_acc,disc_model_4_acc_1,disc_model_4_loss,gen_loss,val_disc_loss,val_disc_model_4_acc,val_disc_model_4_acc_1,val_disc_model_4_loss,val_gen_loss
0,0.02809675,1.0,0.99,0.016756095,0.16175167,0.5630882802009582,0.999960000038147,0.001579999964684248,0.38254716122150423,0.3060529227852821
1,0.19291875,0.91,0.99,0.08589529,0.2338955,0.7278654841184616,0.991060007929802,0.004999999888241291,0.3864084235429764,0.36328800743818285
2,0.20572935,0.96,0.9,0.109744,0.26412445,0.7334152406454086,0.8758400001525879,0.08367999988794327,0.37964051377773284,0.3622100073695183
3,0.328091,0.54,0.92,0.112740554,0.26854926,0.7495845637321472,0.9745000096559524,0.03817999958992004,0.3946498273015022,0.36476115870475767
4,0.24910367,0.71,0.93,0.08476403,0.22936739,0.7654405771493912,0.7590799983739853,0.003619999919086695,0.3926487644314766,0.380621035695076
5,0.4755391,0.55,0.51,0.25054345,0.23093794,0.7398662823438644,0.6433000009059906,0.9654200055599212,0.358153284072876,0.3850995864868164
6,0.21615697,0.83,1.0,0.05879272,0.1703113,0.7618336629867554,0.7534799993038177,0.8771999998092651,0.3837133172750473,0.3816695913672447
7,0.36028737,0.69,0.75,0.17180967,0.28457713,0.7498943967819214,0.8870000005960464,0.2795800007879734,0.38611977994441987,0.37131798005104066
8,0.22851986,0.92,0.96,0.114582874,0.14327283,0.7733632882833481,0.6045999994277954,0.5825999978780746,0.3853761061429977,0.3883340839743614
9,0.25703192,0.94,0.85,0.15856895,0.26374236,0.7771134001016616,0.7308800005912781,0.1960999998599291,0.39208000993728637,0.3876746999025345
10,0.35499403,0.64,0.91,0.1487606,0.31272712,0.7767855771780015,0.9039200019836425,0.07456000002473592,0.3963383941054344,0.38124951857328415
11,0.30213848,0.96,0.6,0.19951487,0.19732805,0.781450731754303,0.7757599991559982,0.6559600007534027,0.3928120851516724,0.3893081464767456
12,0.42557997,0.4,0.67,0.18673424,0.3294574,0.7757505606412888,0.8705399998426437,0.024039999581873417,0.3941484208703041,0.38392410379648206
13,0.3940317,0.81,0.48,0.23089571,0.3703913,0.7725693278312683,0.8349999972581863,0.6708000020980835,0.3870134677290916,0.38660477644205093
14,0.25999892,0.87,0.97,0.12016548,0.22131653,0.7776877632141114,0.18662000077217816,0.9997000002861023,0.38213765585422516,0.3944689346551895
15,0.36298293,0.47,0.88,0.13035896,0.17229338,0.7879885376691819,0.8966000010967254,0.05675999980419874,0.39800591880083086,0.3911433936357498
16,0.3222374,0.81,0.83,0.1613346,0.18351918,0.7933944519758225,0.394639998793602,0.5587999963760376,0.3966959513425827,0.39709490633010863
17,0.3727916,0.83,0.57,0.21077082,0.229562,0.7874512910842896,0.9933400057554245,0.0025999999418854715,0.3989557037949562,0.3908491261005402
18,0.3175517,0.65,0.98,0.12951896,0.2859217,0.7963159898519516,0.08862000000476837,0.9237400023937226,0.395639739215374,0.40050058203935623
19,0.31269068,0.68,0.9,0.118724786,0.122943915,0.7889456816911697,0.03411999960243702,0.9999200000762939,0.38980678194761276,0.3991551644206047
20,0.32458624,0.96,0.51,0.22313862,0.24302647,0.7929247920513153,0.15236000018566848,0.9999800000190735,0.39343194591999053,0.39924726605415345
21,0.44547236,0.22,0.96,0.12255375,0.3114267,0.7930687378644943,0.8319399987459183,0.1545600001886487,0.3982565721273422,0.39561102509498597
22,0.3781374,0.61,0.74,0.18549873,0.22020401,0.7945253872871398,0.514179997086525,0.2144399995058775,0.3979577389955521,0.3968951136469841
23,0.35223413,0.59,0.86,0.14728136,0.2605492,0.7954137756824493,0.3696799997985363,0.8898200010061263,0.39658544439077376,0.39747129517793656
24,0.44633555,0.77,0.33,0.29253587,0.29375377,0.7897535728216172,0.6900000011920929,0.99444000518322,0.39454992389678956,0.3950125975608826
25,0.2581039,0.92,0.96,0.12654327,0.21973589,0.7968639639616013,0.22885999973118304,0.44575999689102175,0.3977233626842499,0.39925650537014007
26,0.27533248,0.98,0.75,0.18814448,0.1428216,0.7973678704500199,0.5172399957776069,0.7756399983167648,0.39917284840345385,0.39791869258880613
27,0.25971583,0.82,0.98,0.107536115,0.1961928,0.7965671175718307,0.6025599989295006,0.7088200013637542,0.39862624555826187,0.3981656733751297
28,0.25153327,0.91,0.95,0.124801464,0.22276373,0.799595409989357,0.4585199970006943,0.4995399968624115,0.3998617459535599,0.40011340034008025
29,0.4033499,0.45,0.7,0.16712956,0.3677135,0.7996386930942535,0.7740599979162216,0.5064199975132943,0.4011593121886253,0.3986993975043297
30,0.28691983,0.98,0.48,0.22499683,0.13039973,0.7949082726240158,0.6451000027656555,0.36212000015378,0.3973974822163582,0.3979093493819237
31,0.34180275,0.98,0.38,0.25660428,0.36452636,0.79451331949234,0.8392399990558624,0.9524400017261505,0.39593584871292115,0.3992577002644539
32,0.5182497,0.23,0.63,0.19979401,0.26529756,0.7996670701503754,0.8736399989128113,0.6568400012254715,0.39921827059984205,0.40103619092702864
33,0.42847794,0.68,0.52,0.21899277,0.3356459,0.7982331653833389,0.669680000782013,0.5876999977231026,0.3986772500872612,0.39973108464479445
34,0.416371,0.93,0.11,0.30917847,0.18569846,0.8009229505062103,0.6109599995017052,0.10557999971881508,0.4006578311920166,0.3998996083140373
35,0.3370306,0.92,0.77,0.17942223,0.27808046,0.8011456879377366,0.6419000005722046,0.6081599984765053,0.4002784167528152,0.4006693187952042
36,0.2688023,0.94,0.9,0.15224148,0.24964042,0.8009007093906403,0.9365200024843215,0.03197999958321452,0.40153132754564286,0.39962629586458204
37,0.35841024,0.93,0.48,0.22625127,0.29205468,0.7993367879390717,0.7407200000286103,0.5664399989247322,0.4000531695485115,0.39945054763555526
38,0.40595233,0.75,0.52,0.22577806,0.3931007,0.8013002704381943,0.9355200011730194,0.1075999995470047,0.4019357228279114,0.3991127475500107
39,0.47270894,0.66,0.33,0.28154594,0.3475282,0.8021641917228699,0.7902599972486496,0.49705999666452405,0.401773848593235,0.40049147260189055
40,0.3101734,0.9,0.69,0.17848302,0.24024564,0.8036579139232636,0.9361800023317337,0.4076199980676174,0.40242870849370954,0.40125242280960083
41,0.35677958,0.64,0.8,0.16493872,0.23314455,0.8032558735609054,0.898840002655983,0.28526000121235845,0.4024606361985207,0.40037533193826674
42,0.35392797,0.66,0.9,0.15141387,0.16379377,0.8030841977596282,0.742240000486374,0.3492000016272068,0.40208634865283965,0.40114354181289674
43,0.3809628,0.96,0.42,0.25010788,0.21045406,0.8043386527299881,0.35124000096321106,0.9604200043678284,0.40159060996770857,0.4028728708028793
44,0.30819035,0.91,0.78,0.17600352,0.29234204,0.8045496915578843,0.8100799987316132,0.6031199994683266,0.4022996202707291,0.4023243480920792
45,0.22366394,0.93,0.96,0.11398176,0.390817,0.8037570531368255,0.5966599981188774,0.9429400019645691,0.40152595257759094,0.4023154227733612
